Wavelength, W/m2 
6.94E+02,0.147407737
6.94E+02,0.148546848
6.95E+02,0.147284227
6.95E+02,0.14850372
6.95E+02,0.151882641
6.96E+02,0.148127445
6.96E+02,0.150291264
6.96E+02,0.1501597
6.97E+02,0.153059274
6.97E+02,0.150240658
6.97E+02,0.150620735
6.98E+02,0.159989961
6.98E+02,0.156031908
6.98E+02,0.153832678
6.99E+02,0.160506329
6.99E+02,0.158440373
6.99E+02,0.158055955
7.00E+02,0.162592712
7.00E+02,0.168824294
7.00E+02,0.166358476
7.01E+02,0.164961693
7.01E+02,0.168684802
7.01E+02,0.16972311
7.02E+02,0.174351485
7.02E+02,0.171820164
7.02E+02,0.177488178
7.03E+02,0.175401763
7.03E+02,0.179404819
7.03E+02,0.185735507
7.04E+02,0.18648272
7.04E+02,0.19086403
7.04E+02,0.191192621
7.05E+02,0.197139413
7.05E+02,0.197066656
7.06E+02,0.195934076
7.06E+02,0.20529696
7.06E+02,0.204245519
7.07E+02,0.213509099
7.07E+02,0.213627278
7.07E+02,0.214168794
7.08E+02,0.214657969
7.08E+02,0.229354531
7.08E+02,0.230068729
7.09E+02,0.226209976
7.09E+02,0.234526364
7.09E+02,0.241336934
7.10E+02,0.249430912
7.10E+02,0.245701631
7.10E+02,0.259861091
7.11E+02,0.256035377
7.11E+02,0.258883995
7.11E+02,0.264676621
7.12E+02,0.276952096
7.12E+02,0.284139719
7.12E+02,0.286262346
7.13E+02,0.287755774
7.13E+02,0.294392242
7.13E+02,0.30551714
7.14E+02,0.309983153
7.14E+02,0.317129142
7.14E+02,0.317590261
7.15E+02,0.326376775
7.15E+02,0.337296567
7.15E+02,0.33645248
7.16E+02,0.35364834
7.16E+02,0.359956871
7.16E+02,0.363458274
7.17E+02,0.373976558
7.17E+02,0.38060824
7.17E+02,0.388224268
7.18E+02,0.400196272
7.18E+02,0.408188458
7.18E+02,0.421529876
7.19E+02,0.435504879
7.19E+02,0.448336909
7.19E+02,0.461584904
7.20E+02,0.460580401
7.20E+02,0.47704732
7.20E+02,0.495573128
7.21E+02,0.502043489
7.21E+02,0.515811209
7.21E+02,0.518086975
7.22E+02,0.540001109
7.22E+02,0.552566944
7.22E+02,0.565087712
7.23E+02,0.58497839
7.23E+02,0.592499415
7.23E+02,0.604452353
7.24E+02,0.62512887
7.24E+02,0.64284502
7.24E+02,0.647069044
7.25E+02,0.670916848
7.25E+02,0.683810536
7.25E+02,0.699373517
7.26E+02,0.714696317
7.26E+02,0.726455109
7.26E+02,0.745150364
7.27E+02,0.761241555
7.27E+02,0.773527729
7.27E+02,0.790864257
7.28E+02,0.800942596
7.28E+02,0.811043111
7.28E+02,0.826796773
7.29E+02,0.815219734
7.29E+02,0.826690978
7.29E+02,0.836900776
7.30E+02,0.837389248
7.30E+02,0.829498391
7.30E+02,0.824422088
7.31E+02,0.826255151
