Wavelength, W/m2 
632.614, 0.0074 
632.96, 0.0076 
633.306, 0.0067 
633.651, 0.0083 
633.997, 0.0085 
634.343, 0.0076 
634.688, 0.0079 
635.034, 0.0087 
635.379, 0.0075 
635.725, 0.0070 
636.07, 0.0076 
636.415, 0.0073 
636.761, 0.0075 
637.106, 0.0079 
637.451, 0.0073 
637.796, 0.0070 
638.141, 0.0071 
638.486, 0.0079 
638.831, 0.0070 
639.176, 0.0071 
639.521, 0.0075 
639.866, 0.0085 
640.211, 0.0077 
640.555, 0.0073 
640.9, 0.0072 
641.245, 0.0069 
641.589, 0.0071 
641.934, 0.0084 
642.278, 0.0071 
642.623, 0.0077 
642.967, 0.0063 
643.312, 0.0075 
643.656, 0.0070 
644, 0.0088 
644.344, 0.0070 
644.689, 0.0077 
645.033, 0.0072 
645.377, 0.0074 
645.721, 0.0087 
646.065, 0.0079 
646.409, 0.0080 
646.753, 0.0086 
647.096, 0.0083 
647.44, 0.0081 
647.784, 0.0075 
648.128, 0.0086 
648.471, 0.0082 
648.815, 0.0071 
649.158, 0.0081 
649.502, 0.0083 
649.845, 0.0082 
650.189, 0.0086 
650.532, 0.0093 
650.875, 0.0082 
651.218, 0.0067 
651.562, 0.0078 
651.905, 0.0089 
652.248, 0.0083 
652.591, 0.0079 
652.934, 0.0092 
653.277, 0.0078 
653.62, 0.0085 
653.963, 0.0073 
654.305, 0.0089 
654.648, 0.0089 
654.991, 0.0081 
655.334, 0.0074 
655.676, 0.0097 
656.019, 0.0089 
656.361, 0.0072 
656.704, 0.0075 
657.046, 0.0080 
657.389, 0.0070 
657.731, 0.0084 
658.073, 0.0087 
658.415, 0.0073 
658.757, 0.0099 
659.1, 0.0085 
659.442, 0.0085 
659.784, 0.0072 
660.126, 0.0087 
660.468, 0.0094 
660.809, 0.0071 
661.151, 0.0099 
661.493, 0.0089 
661.835, 0.0078 
662.177, 0.0085 
662.518, 0.0070 
662.86, 0.0080 
663.201, 0.0060 
663.543, 0.0078 
663.884, 0.0073 
664.226, 0.0069 
664.567, 0.0078 
664.908, 0.0088 
665.249, 0.0100 
665.591, 0.0078 
665.932, 0.0078 
666.273, 0.0084 
666.614, 0.0076 
666.955, 0.0069 
667.296, 0.0070 
667.637, 0.0083 
667.978, 0.0077 
668.318, 0.0075 
668.659, 0.0080 
669, 0.0091 
669.341, 0.0088 
669.681, 0.0073 
670.022, 0.0099 
670.362, 0.0089 
670.703, 0.0081 
671.043, 0.0089 
671.383, 0.0088 
671.724, 0.0077 
672.064, 0.0092 
672.404, 0.0079 
672.744, 0.0079 
673.085, 0.0072 
673.425, 0.0084 
673.765, 0.0072 
674.105, 0.0086 
674.444, 0.0085 
674.784, 0.0095 
675.124, 0.0096 
675.464, 0.0095 
675.804, 0.0077 
676.143, 0.0091 
676.483, 0.0092 
676.823, 0.0096 
677.162, 0.0082 
677.501, 0.0094 
677.841, 0.0079 
678.18, 0.0083 
678.52, 0.0088 
678.859, 0.0075 
679.198, 0.0080 
679.537, 0.0095 
679.876, 0.0085 
680.215, 0.0088 
680.555, 0.0084 
680.894, 0.0087 
681.232, 0.0089 
681.571, 0.0093 
681.91, 0.0100 
682.249, 0.0082 
682.588, 0.0091 
682.926, 0.0073 
683.265, 0.0080 
683.604, 0.0088 
683.942, 0.0095 
684.281, 0.0105 
684.619, 0.0091 
684.957, 0.0097 
685.296, 0.0087 
685.634, 0.0097 
685.972, 0.0108 
686.31, 0.0093 
686.649, 0.0104 
686.987, 0.0097 
687.325, 0.0099 
687.663, 0.0083 
688.001, 0.0091 
688.338, 0.0079 
688.676, 0.0094 
689.014, 0.0101 
689.352, 0.0108 
689.69, 0.0085 
690.027, 0.0098 
690.365, 0.0084 
690.702, 0.0094 
691.04, 0.0095 
691.377, 0.0093 
691.715, 0.0086 
692.052, 0.0092 
692.389, 0.0094 
692.726, 0.0111 
693.064, 0.0094 
693.401, 0.0116 
693.738, 0.0086 
694.075, 0.0086 
694.412, 0.0104 
694.749, 0.0079 
695.086, 0.0100 
695.423, 0.0105 
695.759, 0.0093 
696.096, 0.0083 
696.433, 0.0100 
696.769, 0.0093 
697.106, 0.0091 
697.443, 0.0093 
697.779, 0.0106 
698.116, 0.0097 
698.452, 0.0098 
698.788, 0.0086 
699.125, 0.0099 
699.461, 0.0099 
699.797, 0.0094 
700.133, 0.0109 
700.469, 0.0094 
700.805, 0.0103 
701.141, 0.0099 
701.477, 0.0099 
701.813, 0.0113 
702.149, 0.0107 
702.485, 0.0119 
702.82, 0.0121 
703.156, 0.0104 
703.492, 0.0114 
703.827, 0.0105 
704.163, 0.0110 
704.498, 0.0110 
704.834, 0.0105 
705.169, 0.0112 
705.505, 0.0126 
705.84, 0.0103 
706.175, 0.0116 
706.51, 0.0126 
706.845, 0.0110 
707.18, 0.0115 
707.515, 0.0109 
707.85, 0.0130 
708.185, 0.0124 
708.52, 0.0121 
708.855, 0.0116 
709.19, 0.0099 
709.525, 0.0109 
709.859, 0.0128 
710.194, 0.0116 
710.529, 0.0106 
710.863, 0.0102 
711.198, 0.0127 
711.532, 0.0111 
711.866, 0.0130 
712.201, 0.0120 
712.535, 0.0126 
712.869, 0.0115 
713.203, 0.0121 
713.537, 0.0095 
713.872, 0.0116 
714.206, 0.0114 
714.54, 0.0096 
714.873, 0.0120 
715.207, 0.0102 
715.541, 0.0106 
