Wavelength, W/m2 
826.353,0.2274
826.669,0.2205
826.985,0.225
827.301,0.2157
827.617,0.2249
827.932,0.2215
828.248,0.2275
828.563,0.2363
828.879,0.2298
829.194,0.2264
829.51,0.2294
829.825,0.2318
830.14,0.2285
830.456,0.2383
830.771,0.2391
831.086,0.2381
831.401,0.2358
831.716,0.2495
832.031,0.2368
832.346,0.2485
832.661,0.2458
832.976,0.251
833.29,0.2399
833.605,0.2446
833.92,0.2509
834.234,0.2456
834.549,0.2609
834.863,0.2585
835.178,0.2575
835.492,0.259
835.806,0.2725
836.121,0.2553
836.435,0.2671
836.749,0.2612
837.063,0.2686
837.377,0.2732
837.691,0.2728
838.005,0.2816
838.319,0.2808
838.633,0.2896
838.946,0.2878
839.26,0.2809
839.574,0.2934
839.887,0.296
840.201,0.2971
840.514,0.2969
840.828,0.3042
841.141,0.3196
841.455,0.3107
841.768,0.3128
842.081,0.3083
842.394,0.3202
842.707,0.3293
843.02,0.338
843.333,0.3291
843.646,0.3424
843.959,0.3483
844.272,0.3421
844.585,0.3396
844.898,0.3636
845.21,0.3622
845.523,0.364
845.835,0.3769
846.148,0.3739
846.46,0.3833
846.773,0.3823
847.085,0.3931
847.397,0.3921
847.71,0.3822
848.022,0.4002
848.334,0.3976
848.646,0.3903
848.958,0.4132
849.27,0.4132
849.582,0.417
849.894,0.4104
850.205,0.4216
850.517,0.4113
850.829,0.4181
851.141,0.4278
851.452,0.4171
851.764,0.4303
852.075,0.4279
852.386,0.4337
852.698,0.4282
853.009,0.4249
853.32,0.4211
853.632,0.412
853.943,0.4048
854.254,0.413
854.565,0.3932
854.876,0.4123
855.187,0.4046
855.497,0.3943
855.808,0.3974
856.119,0.379
856.43,0.3921
856.74,0.3884
857.051,0.3789
857.361,0.3807
857.672,0.3711
857.982,0.3611
858.293,0.3667
858.603,0.3476
858.913,0.3365
859.223,0.3313
859.533,0.3231
859.844,0.3159
860.154,0.3115
860.464,0.2944
860.773,0.2995
861.083,0.2815
861.393,0.2803
861.703,0.2796
862.013,0.2806
862.322,0.255
862.632,0.245
862.941,0.2528
863.251,0.2434
863.56,0.2355
863.869,0.2305
864.179,0.2403
864.488,0.2302
864.797,0.2194
865.106,0.2195
865.415,0.2107
865.724,0.2021
866.033,0.1963
866.342,0.1955
866.651,0.1881
866.96,0.175
867.269,0.172
867.577,0.1727
867.886,0.1665
868.195,0.1653
868.503,0.1634
868.812,0.1672
869.12,0.1591
869.428,0.1528
869.737,0.1681
870.045,0.1415
870.353,0.1536
870.661,0.141
